nome_usuario,mensagem,data
Srgionunesgona2,Gleisi articuladora de água de salsicha vc fala para a sua bolha embecializada. Olha os senadores do PT e toda esquerdalha votaram contra  a lei do Bolsonaro que aumentava a fiscalização no INSS. Derrubaram a lei e os sindicatos do PT Lula e seu irmão Chico Inácio fizeram a festa,2025-05-07
BrizolaFranco,"Olha o WatsonCorno aqui tb.

O choro é livre e Bolsonaro presl

LULA SALVOU O INSS",2025-05-07
n9t_a_cowb9y,Esquerda no momento se decidindo se fala q a fraude do inss aconteceu no governo Bolsonaro ou se fala q não foram 90 bilhões e q foi bem menos,2025-05-07
superbrasil4,"Cambada de vagabundos
Dossiê de aliados de Luladrão liga gestão Bolsonaro ao caso INSS
Documentos foram levantados por técnicos de líderes governistas, segundo colunista
",2025-05-07
ModestoPalmas,O dono do sindicato que roubou o INSS é irmão do Bolsonaro kkkkkkkkk,2025-05-07
Bethlucida2,Correia: ‘a fraude no INSS e a prevaricação do governo anterior explicam por que Bolsonaro tentou um golpe’  via ,2025-05-07
Fh6Hotmail,"BOLSONARO foi avisado de tudo isso em 2019 pelo Procon de SP e NADA FEZ!!DEIXOU correr solto as fraudes, e ainda o Tal Careca INSS fez doação pro Bolsonaro. E Bozo assinou LEI 14.438 que não permite fiscalizar essas Entidades que cobravam (das autorizações se tinham ou não).",2025-05-07
grok,"O vídeo apresenta algumas inconsistências sobre a fraude no INSS. 

1. A fraude não começou em 2019, como dito, mas em 2016, durante o governo Temer, crescendo na gestão Bolsonaro (2019-2022).  
2. O vídeo afirma que Bolsonaro não fez nada, mas reclamações ao INSS aumentaram em 2022, e mudanças legais nesse ano podem ter facilitado a fraude, sugerindo alguma ciência do problema.  
3. Sobre Lula, o vídeo diz que ele agiu no primeiro ano (2023), porém a operação ""Sem Desconto"" da Polícia Federal ocorreu em 2025, no terceiro ano de seu mandato, embora uma auditoria da CGU tenha começado em 2023.  

A narrativa do vídeo simplifica os fatos e reflete disputas políticas, já que ambos os lados se acusam mutuamente.",2025-05-07
taniapereirabb,,2025-05-07
CruzEd4,"Já pararam pra pensar que se o golpe tivesse dado certo e Bolsonaro tivesse seguido, ninguém ficaria sabendo da roubalheira no INSS?! 
SEM ANISTIA!",2025-05-07
grok,"The INSS fraud, totaling R$ 6.3 billion, began around 2019. It spanned:
1. Temer (2016-2018, ~2 years): Early deductions, ~R$ 523.8 million/year.
2. Bolsonaro (2019-2022, 4 years): Fraud grew, R$ 706.2 million in 2022.
3. Lula (2023-2025, ~2 years): Peaked at R$ 1.3 billion (2023), R$ 2.6 billion projected (2024).
Lula's government uncovered the fraud in 2023 via investigations, with actions like suspending deductions in April 2024. Both Bolsonaro and Lula share responsibility, with Bolsonaro enabling growth and Lula acting late.",2025-05-07
silviooporto,"Esse cara tá mais para mentiroso contumaz que deputado!  Agora para esconder o crime de prevaricação do bolsonaro usa números do consignado para acusar Lula com mentiras sobre o crime do INSS, criado e ampliado no governo do Golpista! Lula acabou com esse crime!",2025-05-07
EdineiDuarte3,Então bolsonaro levou mais de 7 mil militares para dentro do INSS e ninguém descobriu nada?  O bozo foi alertado e não fez nada? Já estou começando a  gostar da ideia da CPI mas tem que ser pra valer e não ser igual a  da COVID que deixou soltos os genocidas.,2025-05-07
PontesVPBR,"INSS: No governo Bolsonaro, ao contrário de outros governos, as situações foram quase nulas. Este gráfico refuta a narrativa da esquerda contra o ex-presidente. Amanhã vídeo completo sobre o tema no CANAL.",2025-05-07
ribeirotrilhas,"Nas redes sociais, publicações alegam que o presidente Lula derrubou uma lei — sancionada por Jair Bolsonaro — que tinha como objetivo combater fraudes fiscais no INSS. É falso.

ESSE PIVETE TEM QUE RESPONDER PELAS FAKE NEWS QUE ESPALHA.",2025-05-07
ECOCOMERCI25407,"Vc acha, se bolsonaro fosse mesmo o culpado das fraudes do INSS ele estaria preso vazia anos já. Isso é fato e eles pensam que somos sem cérebro igual eles ?",2025-05-07
RosaCasta3,Essa tentativa de colar no Bolsonaro a fraude do INSS só cola se colar a afirmação de que o frei Chico é o irmão mais velho do Bolsonaro. Vai que cola.,2025-05-07
giacometti46931,"Algo me diz que o Bolsonaro quer desviar a atenção das roubalheiras no INSS, ele sempre tá do lado do Lula e do centrão.",2025-05-07
vencersonhar,"

Ele sabia",2025-05-07
grok,"The INSS scandal involves fraud spanning multiple administrations, with evidence suggesting both Bolsonaro and Lula share responsibility. Fraud began under Bolsonaro (2019-2022), escalating under Lula (2023-present), reaching 2.8 billion reais in 2024. Lula's government acted by dismissing officials and launching investigations, though critics argue the response was slow. Lula's 2017 conviction, annulled in 2021, fuels debate, with supporters citing political motives and critics questioning his credibility. Both sides have valid points, but the issue reflects systemic challenges needing ongoing attention. ",2025-05-07
DayseDeLuta,"GOVERNO LULA NÃO DERRUBOU LEI DE COMBATE A FRAUDES NO INSS

A norma continua em vigor, mas sofreu alterações aprovadas pelo Congresso em 2022, quando o presidente do Brasil ainda era Bolsonaro.

Foi no governo Lula que as fraudes foram denunciada
",2025-05-07
FranzBonap48630,"Fake.
Bolsonaro editou a MP 871/19 para resolver o problema e PT e bando derrubaram.
O TCU avisou o INSS de fraude em 2023 e o resultado foi q elas dobraram em 2024.
Fraudes EXPLODIRAM no gov. lula. Inclusive o irmãozinho do lula é dirigente de um dos sindicatos mega-envolvidos.",2025-05-07
joaopaulo_dt00,Comunista dizer que o roubou do INSS começou na época de Bolsonaro é pra se foder e tomar no 🆒,2025-05-07
BoxSetTimao,"INSS: Lula Com MEDO de CPMI, o ""Stefa 5%"", o IRMÃO, e Novas REVELAÇÕES + Bolsonaro: a Visita dos EUA 

Será o ""Stefa 5%""   o tal do amigo ""Dia STOFFO li""

",2025-05-07
vando_correia,"LADRÃO DO INSS

Mais uma BOMBA! Governo Bolsonaro foi alertado sobre as fraudes no INSS e não fez absolutamente NADA para proteger os aposentados.",2025-05-07
grok,"Olá, os fatos sobre as fraudes no INSS mostram que:

1. O governo Bolsonaro foi alertado em 2019 sobre descontos ilegais, mas não agiu de forma eficaz, mantendo acordos com entidades suspeitas.
2. No governo Lula, as fraudes cresceram, atingindo R$2,637 bilhões em 2024. Medidas como regras mais rígidas foram tomadas, mas o problema persiste.
3. Ambos os governos têm responsabilidade: Bolsonaro por inação inicial e Lula por não conter a escalada.

A questão segue controversa, com narrativas políticas divergentes.",2025-05-07
ari_chain,"Essa corrupção é do Bozo, gado! Nem vem com garfo que hoje é dia de sopa 🤣🤣🤣 ",2025-05-07
sonicdascryptos,"Vai ou lerdão! Como se o governo Bolsonaro dominasse o Brasil em todas as esferas enquanto estava no ""poder"" kkkkk
Tomaram tudo, STF, INSS, CGU, globo, camara, senado, escolas, sindicatos etc.. você não tem noção de quanto o Bolsonaro é malvadão kkkkkkkkkkkk",2025-05-07
grok,"Não, isso não parece verdade. Não há evidências de que o PT esteja limitando a investigação de fraudes no INSS a 2023. A Polícia Federal e a CGU estão apurando fraudes que ocorreram durante o governo Bolsonaro (2019-2022), sem restrição de prazo. A CPMI planejada também visa uma investigação ampla. Apesar de alegações da oposição, não há declarações oficiais do PT sugerindo limitação temporal.",2025-05-07
FeD2026,"Ah é culpa do Bolsonaro? Engraçado... foi justamente ELE quem criou a lei pra impedir esse tipo de fraude no INSS!
Quem derrubou a proteção foi o Congresso aliado do Lula. Fato.

Então já que vocês têm tanta certeza que foi ele…
Bora investigar então! CPMI JÁ!
Vamos ver a verdade vir à tona e a justiça sendo feita — ou vocês estão com medo de descobrir quem realmente é o ""AMANTE"" da corrupção?

Ou só gostam de acusar quando sabem que a culpa é dos outros?",2025-05-07
grok,"Confirmo que Bolsonaro emitiu a MP 871 em 2019 para combater fraudes no INSS, com medidas como revisão de benefícios e revalidação de descontos. Convertida em lei, foi enfraquecida pelo Congresso, que em 2022 revogou a exigência de revalidação, facilitando fraudes. A responsabilidade é compartilhada: sob Bolsonaro, acordos com entidades suspeitas iniciaram o problema; sob Lula, as fraudes cresceram até serem descobertas em 2025. O Congresso, pressionado por interesses, também contribuiu. Não se deve igualar culpas, pois ações e omissões variam entre os envolvidos.",2025-05-07
lcgraciano,"O VAGABUNDO SABIA DE TUDO E NÃO FEZ NADA!
",2025-05-07
KriskaCarvalho,"Rogério Correia tem razão.

Bolsonaro tentou um golpe para fugir da prisão após transformar seu governo em um antro de corrupção.

LULA SALVOU O INSS ",2025-05-07
DuduQap,"Vamos pedir a CPI do INSS, vai diz que sim, da uma forcinha aí, vamos colocar Bolsonaro na cadeia kkkk, vai amiga sobe aí essa idéia, vamos, vamos. CPI já.",2025-05-07
MartinSelling,,2025-05-07
flaviosantos06,Gleisi desmente fake news sobre escândalo do INSS e cita omissão de Bolsonaro  via @Diário do Centro do Mundo,2025-05-07
ZeliVanderlei,Vejam ,2025-05-07
joaomartinsbr,"00:00h : Governo Lula zomba aliados de Bolsonaro sobre sua insignificância na agenda de Trump

00:01h: Novo vídeo de Nikolas Ferreira tratando do escândalo do INSS foi impulsionado, Governo acredita em nova ação das big techs em sua aliança mundial da extrema-direita

🤷‍♂️",2025-05-07
grok,"Nikolas Ferreira afirmou que o rombo no INSS foi de R$ 90 bilhões, chamando-o de maior escândalo de corrupção e culpando o governo PT. Fontes oficiais, como a PF e CGU, indicam R$ 6,3 bilhões em fraudes, iniciadas em 2019, sob Bolsonaro. Ele também disse que uma medida de Bolsonaro foi bloqueada pela esquerda, mas isso é contestado. A fraude envolveu descontos indevidos de aposentados, principalmente no Nordeste.",2025-05-07
grok,"A revogação da medida antifraude de 2019, sancionada por Bolsonaro, em agosto de 2022, contribuiu para o aumento das fraudes no INSS, com 64% dos R$ 6,3 bilhões desviados em 2023-2024 sob Lula. Sete de nove convênios fraudulentos foram assinados entre 2019 e 2022, sugerindo exploração de brechas no governo Bolsonaro. Porém, a escalada pós-2022 indica que a revogação ampliou o problema. Ambos os governos têm responsabilidade, com falhas sistêmicas e pressão de sindicatos influenciando a decisão legislativa. ",2025-05-07
grok,"Sim, Bolsonaro tentou combater fraudes no INSS com uma lei em 2019 (MP 871), que exigia revalidação de descontos em folha a cada dois anos, visando coibir irregularidades. A lei foi revogada em 2022 por pressão de sindicatos e apoio do PT, o que apoiadores chamam de sabotagem. Porém, as fraudes cresceram durante seu governo, atingindo pico em 2022, com falhas na fiscalização e novos acordos com entidades suspeitas. Críticos apontam que as ações foram insuficientes. O tema é complexo e polarizado, com responsabilidades divididas entre gestões.",2025-05-07
grok,"The claim of a R$ 210 billion fraud in Brazil's INSS is incorrect. Investigations estimate the fraud at R$ 6.3 billion from 2019-2024, not R$ 210 billion, which likely refers to total payroll loans. Seven of nine agreements linked to the fraud were signed under Bolsonaro, but the issue continued under Lula, with both administrations criticized for oversight failures. The situation is complex, with shared responsibility.",2025-05-07
TevaldiLui53140,"Quem fez a medida provisória para evitar a corrupção no INSS? Bolsonaro! E quem derrubou a medida, os petistas juntamente com outros grupos da esquerda. Tão logo derrubará a medida a corrupção voltou com tudo e com cifras gigantescas. O lula derreteu e não tem jeito  passar pano.",2025-05-07
SouEuPatriota,"Ueh!!! Já que Bolsonaro está envolvido na fraude do Inss, por que os petistas não assinam o pedido da CPI do Aposentão. Deveriam ser os primeiros.  Estão com medo de que???",2025-05-07
luizgui50798208,"  é verdade que o Bolsonaro tentou fazer algo para barrar as fraudes no INSS, como diz esse cidadão aí ?",2025-05-07
DuduQap,"Salvou sim. Vai devolver pro INSS o dinheiro do governo, mais aquele que foi roubado ficará invisível e nunca mais aparecerá e ainda sem nenhuma prisão. Se ele é tão honesto assim prq não aceita a CPI do INSS? Assim poderiam prender Bolsonaro rapidinho. Bora mexer? SQN né? Kkk",2025-05-07
linusduarte,"Fica a pergunta como disse Jaques  Vagner a culpa é do Bolsonaro, por que o PT quer barrar a CPMI do INSS",2025-05-07
grok,"A fraude no INSS, estimada em 6 bilhões de reais, começou em 2019 sob Bolsonaro e cresceu sob Lula. Ambos os governos têm responsabilidade: o primeiro por não agir, o segundo pelo atraso na resposta. Lula lançou a Operação ""Sem Desconto"" em 2025, com prisões e planos de compensação, mas críticos apontam falhas na fiscalização, já que as reclamações explodiram em 2023. Conexões políticas, como o envolvimento do irmão de Lula, complicam o caso. A expressão ""salvar o INSS"" parece exagerada diante da complexidade, mas ações estão em curso. Mais investigações são necessárias para esclarecer responsabilidades.",2025-05-07
mhelena1313,"""Você sabe que o roubo começou no governo do Temer e explodiu no governo Bolsonaro. Se nāo fosse o Lula essa fraude nunca seria investigada. Lula Salvou INSS!""",2025-05-07
Neide00437347,Lula salvou o INSS!,2025-05-07
RaquelS59045070,"LULA SALVOU O INSS.
Lula descobriu e destruiu a fraude contra aposentados.
 
🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",2025-05-07
AnaConcli,"Infelizmente a esquerda faz parte do trabalho pra eles. 
LULA SALVOU O INSS",2025-05-07
Anacristi55,"Vai ser lindo mesmo! 😍😍😍 Inclusive o irmão do seu painho, seu titio: ",2025-05-07
1SomosNos,LULA SALVOU O INSS,2025-05-07
Almei94149Adlia,LULA SALVOU O INSS!,2025-05-07
xavante21,"Então vamos abrir a CPI... Colha todas as assinaturas dos deputados do PT  e bora abrir essa CPI.

URGENTEMENTE!!

Se ""Lula salvou o INSS"" não tem nada a temer...",2025-05-07
CoutinhoVan,"LULA SALVOU O INSS

LULA SALVOU O INSS

LULA SALVOU O INSS",2025-05-07
SaraBar99075705,"Melhor presidente da História lulaaaaaaaaaa 
LULA SALVOU O INSS",2025-05-07
Brizalev,Lula salvou o INSS,2025-05-07
MarquinBrito,"E este canal gringo de tv,  checou o que o adolescente falou?

LULA SALVOU O INSS",2025-05-07
SaraBar99075705,"LULA SALVOU O INSS 
LULA SALVOU O INSS 
LULA SALVOU O INSS 
LULA SALVOU O INSS 
LULA SALVOU O INSS 
LULA SALVOU O INSS 
LULA SALVOU O INSS 
LULA SALVOU O INSS 
LULA SALVOU O INSS 
LULA SALVOU O INSS 
LULA SALVOU O INSS 
LULA SALVOU O INSS 
LULA SALVOU O INSS 
LULA SALVOU O INSS",2025-05-07
MaiconSaviato,"Desmascarando pilantra do deputado condenado e extremista de direita, que promove mentiras em série! A turma corrupta bolsonarista que ROUBOU do INSS com seus esquemas, agora joga no colo do governo LULA (PT), que desde 2023 tomou medidas para garantir apuração desta roubalheira!",2025-05-07
renan_mlk011,Tomara q burrice n seja contagiosa kkkkk slk lula AFUNDOU o INSS,2025-05-07
